participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	age	gender	accuracy	country
P06519	5	3	5	3	5	5	4	5	4	3	34	2	82	US
P06520	4	5	5	2	5	3	4	4	5	4	41	2	91	US
P06521	5	1	4	3	4	4	2	4	3	4	43	2	76	US
P06522	3	3	2	1	3	5	4	4	3	2	35	2	66	US
P06523	4	2	5	5	2	2	4	2	4	2	52	2	98	US
P06524	4	3	5	2	3	4	5	4	5	1	39	2	85	US
P06525	5	1	5	3	5	4	4	5	4	5	21	2	83	US
P06526	5	5	4	2	4	5	5	5	3	4	42	2	86	US
P06527	4	4	5	1	4	4	4	4	4	4	47	2	80	US
P06528	4	2	4	2	5	2	3	4	0	2	34	2	76	US
P06529	5	2	5	5	5	5	4	5	4	5	43	2	82	US
P06530	4	3	5	5	2	4	4	2	3	1	26	2	91	US
P06531	4	4	3	2	2	4	2	5	4	2	29	2	72	US
P06532	1	3	5	2	1	3	5	2	4	2	28	2	93	US
P06533	5	2	3	3	4	4	5	4	4	5	42	2	90	US
P06534	5	4	5	2	4	4	4	5	4	1	30	2	97	US
P06535	4	3	5	2	3	5	5	4	4	2	31	2	87	US
P06536	4	4	5	1	4	4	4	5	3	3	18	2	80	US
P06537	4	4	3	2	4	3	4	4	1	2	35	2	87	US
P06538	5	4	5	5	5	5	5	5	5	5	31	2	61	US
P06539	4	4	5	1	3	4	5	2	5	2	37	2	96	US
P06540	5	5	5	2	4	5	5	5	5	5	25	2	93	US
P06541	5	1	1	3	2	5	4	3	2	3	45	2	83	US
P06542	4	4	4	4	2	2	3	2	2	2	43	2	91	US
P06543	4	3	5	3	5	4	4	4	4	2	38	2	86	US
P06544	4	2	5	3	2	4	4	3	5	2	41	2	80	US
P06545	5	5	5	2	3	4	5	4	5	4	29	2	66	US
P06546	4	2	4	2	4	3	4	5	4	2	38	2	75	US
P06547	4	4	5	1	4	5	5	4	4	1	44	2	71	US
P06548	5	4	5	4	5	5	5	5	5	5	28	2	82	US
P06549	5	3	4	2	3	4	4	5	4	2	26	2	65	US
P06550	4	5	5	3	0	4	5	2	4	1	37	2	70	US
P06551	4	2	2	2	1	3	2	4	1	1	36	2	95	US
P06552	5	1	4	2	3	5	4	4	4	2	19	2	50	US
P06553	4	5	4	5	4	5	5	5	5	5	31	2	90	US
P06554	5	5	4	5	5	4	4	5	4	4	19	2	90	US
P06555	5	3	5	1	1	3	5	2	5	1	31	2	91	US
P06556	5	4	4	3	3	5	4	3	4	2	39	2	96	US
P06557	5	5	5	4	5	5	5	4	5	2	50	2	81	US
P06558	5	5	5	4	4	5	5	5	3	4	40	2	74	US
P06559	3	3	5	2	4	4	5	3	5	1	29	2	86	US
P06560	4	3	5	1	2	5	4	4	4	4	44	2	92	US
P06561	4	1	2	2	2	5	3	4	2	4	34	2	88	US
P06562	5	4	5	2	5	5	5	5	5	0	29	2	83	US
P06563	5	3	1	5	5	4	3	4	3	2	37	2	77	US
P06564	5	2	4	1	4	4	5	2	5	2	51	2	96	US
P06565	4	3	2	5	4	3	5	3	4	2	20	2	97	US
P06566	5	2	4	4	3	2	4	4	4	1	36	2	94	US
P06567	5	4	5	2	3	3	5	2	4	2	48	2	90	US
P06568	5	3	4	5	4	4	5	5	5	3	33	2	68	US
P06569	4	3	5	3	2	3	5	3	2	0	40	2	64	US
P06570	5	3	5	2	5	4	5	5	5	2	36	2	75	US
P06571	4	1	2	3	3	3	4	1	1	1	35	2	80	US
P06572	3	4	5	2	3	4	4	3	5	5	32	2	89	US
P06573	5	3	5	3	4	5	5	3	4	5	38	2	87	US
P06574	5	4	5	2	4	5	5	3	5	4	33	2	79	US
P06575	5	5	5	4	4	3	5	4	4	2	46	2	95	US
P06576	5	2	4	5	4	5	4	5	2	2	18	2	83	US
P06577	5	5	4	4	5	4	4	5	4	5	48	2	92	US
P06578	4	2	4	2	1	5	5	4	2	4	41	2	92	US
P06579	5	5	5	0	2	4	5	5	5	3	18	2	98	US
P06580	3	5	5	2	3	4	5	3	4	1	18	2	80	US
P06581	5	1	4	3	4	5	3	4	1	4	49	2	88	US
P06582	4	5	5	3	4	5	4	5	5	2	21	2	91	US
P06583	5	4	4	2	4	5	2	5	4	4	33	2	88	US
P06584	5	1	5	4	4	5	2	5	3	5	26	2	73	US
P06585	4	5	5	2	4	5	5	4	4	3	46	2	82	US
P06586	4	2	3	2	1	5	4	2	4	1	19	2	82	US
P06587	0	4	4	2	4	2	4	4	4	2	25	2	76	US
P06588	5	3	4	0	4	4	5	4	5	2	27	2	74	US
P06589	5	5	5	4	4	5	5	5	5	4	29	2	91	US
P06590	5	4	5	4	4	4	5	5	5	2	38	2	92	US
P06591	4	4	5	2	3	4	5	4	5	2	25	2	68	US
P06592	5	4	5	4	4	3	4	5	4	5	18	2	77	US
P06593	3	4	2	1	4	4	3	4	4	1	33	2	80	US
P06594	5	4	2	2	2	5	5	5	3	4	35	2	55	US
P06595	2	4	5	2	2	5	5	3	4	2	47	2	72	US
P06596	5	2	4	2	4	5	4	5	1	4	46	2	92	US
P06597	5	4	4	2	3	5	5	4	5	1	28	2	74	US
P06598	5	3	4	3	4	4	4	5	4	2	42	2	70	US
P06599	4	3	4	5	4	2	2	5	5	4	38	2	85	US
P06600	3	4	5	4	3	4	5	4	5	1	35	2	97	US
P06601	3	4	5	3	2	3	5	5	4	2	49	2	89	US
P06602	4	1	2	2	2	3	4	5	4	1	30	2	78	US
P06603	5	4	5	4	2	4	4	5	5	3	27	2	98	US
P06604	5	5	3	5	4	5	5	5	5	5	45	2	96	US
P06605	4	4	5	3	2	4	4	4	4	2	22	2	66	US
P06606	4	2	2	2	2	2	4	4	5	2	35	2	82	US
P06607	5	3	5	4	2	4	5	2	4	1	28	2	97	US
P06608	4	1	3	5	2	4	4	1	4	1	37	2	88	US
P06609	5	4	4	1	2	5	5	3	4	2	31	2	85	US
P06610	4	1	4	1	1	5	2	3	1	1	49	2	93	US
P06611	5	5	3	1	5	5	5	4	4	3	37	2	84	US
P06612	5	1	4	3	5	5	4	5	4	5	42	2	78	US
P06613	5	3	3	2	5	4	4	5	3	5	41	2	96	US
P06614	4	1	4	1	1	4	1	1	2	2	35	2	91	US
P06615	4	4	5	5	4	4	5	5	5	1	18	2	89	US
P06616	5	1	3	2	2	4	4	4	3	2	29	2	89	US
P06617	5	5	5	5	5	5	5	5	4	4	29	2	86	US
P06618	5	5	5	4	5	5	5	5	4	1	50	2	91	US
P06619	4	4	5	4	3	4	4	4	4	2	31	2	92	US
P06620	5	2	2	3	2	4	1	4	4	2	41	2	85	US
P06621	1	2	5	2	2	2	4	2	2	4	42	2	94	US
P06622	5	1	3	2	4	3	4	5	1	4	39	2	97	US
P06623	5	4	5	3	4	5	4	4	4	1	50	2	89	US
P06624	4	4	5	4	5	4	4	4	2	3	27	2	87	US
P06625	4	5	5	2	2	4	4	5	4	2	39	2	50	US
P06626	5	4	5	3	5	5	5	0	5	4	18	2	95	US
P06627	5	4	4	2	2	5	4	5	5	4	40	2	77	US
P06628	5	4	4	3	4	5	5	5	3	3	26	2	98	US
P06629	4	3	4	2	4	5	5	4	4	3	36	2	54	US
P06630	4	1	4	3	4	4	4	5	2	2	18	2	84	US
P06631	5	3	3	5	3	4	4	4	3	1	39	2	77	US
P06632	5	5	5	3	5	5	5	5	5	5	30	2	62	US
P06633	5	2	2	1	1	3	3	2	2	2	26	2	96	US
P06634	5	4	5	2	2	5	0	3	4	2	28	2	79	US
P06635	4	2	4	3	2	4	4	4	4	1	30	2	92	US
P06636	5	4	5	5	5	5	5	5	5	3	32	2	77	US
P06637	5	4	5	5	5	4	5	4	0	5	30	2	90	US
P06638	2	5	5	5	4	5	5	4	4	4	23	2	90	US
P06639	5	0	3	3	2	4	2	5	3	2	38	2	88	US
P06640	4	5	5	4	4	4	5	4	5	5	33	2	83	US
P06641	5	5	5	4	4	5	4	5	4	3	42	2	86	US
P06642	5	4	5	3	5	5	4	5	4	5	38	2	81	US
P06643	5	3	4	5	4	4	3	4	2	1	35	2	72	US
P06644	5	1	5	0	2	2	5	4	5	1	49	2	81	US
P06645	3	4	5	4	4	4	5	5	5	2	34	2	88	US
P06646	5	5	5	2	5	5	5	4	5	5	32	2	94	US
P06647	3	4	4	3	3	4	4	4	4	4	35	2	97	US
P06648	5	1	4	3	3	4	4	2	4	1	29	2	94	US
P06649	5	4	4	4	2	3	5	4	5	4	51	2	62	US
P06650	5	5	5	4	5	5	5	5	5	3	34	2	65	US
P06651	5	3	4	1	4	5	3	4	4	1	26	2	97	US
P06652	5	4	5	3	5	3	4	5	5	3	31	2	84	US
P06653	5	1	1	2	4	4	2	4	4	2	22	2	75	US
P06654	4	3	3	5	1	5	5	3	2	1	45	2	86	US
P06655	0	1	4	2	4	4	3	4	3	4	51	2	82	US
P06656	5	2	5	2	4	4	4	5	4	1	43	2	91	US
P06657	4	4	5	3	2	5	5	2	5	1	32	2	81	US
P06658	5	1	5	5	3	5	5	4	0	2	26	2	69	US
P06659	5	3	4	4	3	4	5	5	4	4	56	2	85	US
P06660	4	4	2	4	3	5	4	5	5	4	45	2	96	US
P06661	5	5	5	2	5	4	5	5	2	4	22	2	81	US
P06662	4	2	4	2	3	2	2	2	4	1	24	2	96	US
P06663	5	4	5	3	3	4	5	4	5	4	38	2	87	US
P06664	5	2	4	1	5	5	5	5	4	5	29	2	93	US
P06665	5	1	4	5	3	5	2	4	4	2	24	2	91	US
P06666	5	3	4	5	4	5	5	5	5	5	18	2	93	US
P06667	4	2	3	1	4	4	5	5	2	2	32	2	89	US
P06668	5	4	4	3	4	5	4	0	4	2	46	2	93	US
P06669	3	2	5	2	3	4	5	4	4	2	45	2	100	US
P06670	5	2	4	4	5	0	5	5	5	4	32	2	96	US
P06671	5	2	5	0	5	5	3	5	4	4	32	2	80	US
P06672	0	3	4	1	2	5	4	3	5	2	31	2	91	US
P06673	5	5	5	2	4	2	5	4	5	2	36	2	93	US
P06674	5	0	4	4	5	3	5	5	5	5	57	2	79	US
P06675	4	3	4	2	3	5	4	4	2	2	18	2	58	US
P06676	5	2	5	3	4	2	5	5	5	3	31	2	92	US
P06677	3	2	4	1	1	5	3	2	4	1	21	2	69	US
P06678	5	4	5	5	4	1	5	5	4	0	43	2	88	US
P06679	5	5	5	3	5	0	5	5	4	5	28	2	83	US
P06680	5	5	5	2	3	4	5	4	5	4	25	2	91	US
P06681	5	2	5	4	5	5	2	5	5	5	18	2	83	US
P06682	4	5	3	2	2	4	4	5	2	3	26	2	91	US
P06683	4	5	5	2	2	5	4	4	4	2	35	2	97	US
P06684	2	4	3	1	2	5	4	4	5	3	33	2	96	US
P06685	5	3	5	1	5	5	5	5	4	4	18	2	63	US
P06686	5	2	3	2	3	5	4	4	5	4	20	2	73	US
P06687	5	2	4	2	4	4	5	3	1	1	59	2	94	US
P06688	4	4	4	3	4	5	4	5	4	4	30	2	84	US
P06689	5	5	5	2	4	4	5	5	5	1	54	2	99	US
P06690	5	2	4	2	2	3	3	2	3	1	24	2	93	US
P06691	5	4	5	5	5	4	4	5	5	5	36	2	89	US
P06692	5	4	5	0	4	5	5	4	5	3	38	2	89	US
P06693	5	5	4	3	5	4	5	3	2	4	27	2	63	US
P06694	4	5	5	3	3	4	4	4	4	4	22	2	76	US
P06695	5	2	4	2	4	4	4	4	5	4	37	2	91	US
P06696	5	1	4	4	3	4	3	4	3	1	38	2	95	US
P06697	4	2	4	4	0	2	5	1	3	1	36	2	92	US
P06698	5	4	4	3	2	4	4	4	4	2	26	2	89	US
P06699	5	4	5	1	4	4	5	4	2	3	35	2	96	US
P06700	3	4	4	4	2	4	5	2	4	1	31	2	97	US
P06701	4	0	0	4	4	5	5	4	5	2	23	2	88	US
P06702	5	3	4	2	2	4	5	4	5	4	57	2	95	US
P06703	5	0	5	1	2	4	5	4	5	3	26	2	63	US
P06704	5	5	5	4	4	4	5	5	5	4	28	2	67	US
P06705	4	2	4	2	3	5	5	4	2	3	27	2	95	US
P06706	5	4	2	2	4	0	4	5	5	4	36	2	96	US
P06707	0	3	3	2	5	4	4	4	5	4	38	2	82	US
P06708	5	4	2	3	4	5	4	4	4	3	44	2	78	US
P06709	5	2	2	3	3	5	4	4	4	2	45	2	95	US
P06710	5	3	4	1	2	2	5	3	4	2	37	2	64	US
P06711	5	5	4	3	5	4	5	5	3	5	26	2	92	US
P06712	2	1	3	2	1	1	3	4	4	1	69	2	93	US
P06713	5	1	4	5	3	5	3	5	3	3	39	2	63	US
P06714	3	2	5	2	3	4	5	2	4	2	45	2	90	US
P06715	4	1	4	4	2	4	4	2	4	1	45	2	67	US
P06716	4	3	5	2	1	4	2	4	2	1	39	2	84	US
P06717	5	1	4	4	4	4	2	4	4	3	26	2	94	US
P06718	5	4	3	2	5	4	5	5	5	3	21	2	66	US
P06719	4	4	5	5	4	5	2	5	4	1	30	2	86	US
P06720	5	1	4	2	1	5	3	4	2	1	26	2	68	US
P06721	5	2	4	2	4	4	3	2	2	1	36	2	95	US
P06722	4	2	1	2	2	3	5	3	4	1	29	2	87	US
P06723	5	4	4	4	4	5	5	5	5	5	37	2	85	US
P06724	5	5	5	1	5	5	4	5	4	4	52	2	96	US
P06725	2	3	5	4	2	2	4	4	4	2	22	2	88	US
P06726	5	4	4	2	2	4	4	5	3	3	41	2	98	US
P06727	5	3	4	5	5	5	5	5	5	5	45	2	63	US
P06728	1	3	4	3	1	3	5	4	2	2	23	2	76	US
P06729	5	2	4	3	2	5	5	4	4	3	32	2	90	US
P06730	4	4	5	2	5	5	4	4	4	3	33	2	72	US
P06731	5	1	4	4	1	5	4	4	5	4	38	2	91	US
P06732	5	5	4	4	3	5	4	4	5	2	41	2	93	US
P06733	3	4	5	1	2	2	4	1	5	1	23	2	72	US
P06734	5	2	4	4	4	5	4	5	3	3	26	2	99	US
P06735	5	2	3	4	4	5	2	4	3	2	26	2	81	US
P06736	4	3	4	1	3	4	5	5	3	5	38	2	79	US
P06737	4	3	4	4	5	2	5	5	5	2	18	2	56	US
P06738	4	2	2	4	2	5	4	5	1	1	35	2	97	US
P06739	5	2	4	5	4	5	4	2	4	4	23	2	95	US
P06740	4	2	5	1	1	1	4	2	1	1	32	2	87	US
P06741	5	5	3	2	5	4	5	5	5	3	37	2	85	US
P06742	2	4	4	2	4	4	5	3	4	1	46	2	92	US
P06743	5	4	5	5	4	4	4	5	0	5	37	2	96	US
P06744	5	5	4	2	2	4	4	2	4	1	48	2	73	US
P06745	5	3	4	4	2	2	5	4	3	4	34	2	65	US
P06746	4	4	5	1	2	4	3	3	4	3	34	2	61	US
P06747	5	2	3	3	1	4	2	3	1	1	38	2	72	US
P06748	5	4	5	2	4	3	5	5	4	4	33	2	67	US
P06749	5	1	2	1	3	2	4	4	4	1	40	2	94	US
P06750	5	3	4	4	4	5	5	5	4	2	18	2	92	US
P06751	4	2	5	3	2	4	4	3	4	3	47	2	84	US
P06752	3	2	4	1	2	4	2	5	5	5	51	2	89	US
P06753	4	5	4	2	2	5	4	5	4	2	31	2	96	US
P06754	5	4	4	2	5	2	5	4	4	3	32	2	79	US
P06755	2	2	5	4	2	4	4	4	2	1	32	2	66	US
P06756	2	1	2	4	1	3	2	2	1	1	39	2	89	US
P06757	5	4	4	1	2	5	5	5	0	5	22	2	71	US
P06758	5	4	5	1	4	5	5	5	3	3	43	2	90	US
P06759	5	5	4	2	2	5	4	4	4	1	43	2	65	US
P06760	2	4	4	4	2	4	4	4	4	1	20	2	88	US
P06761	3	4	2	2	2	5	5	5	5	4	37	2	79	US
P06762	5	4	5	2	5	3	5	5	5	4	52	2	97	US
P06763	5	4	4	2	2	3	2	4	2	3	34	2	83	US
P06764	5	4	3	4	3	5	2	5	4	2	34	2	73	US
P06765	5	4	5	4	5	5	5	5	4	4	45	2	69	US
P06766	5	4	5	4	4	5	4	3	4	3	44	2	95	US
P06767	5	1	5	1	4	4	5	2	2	0	46	2	91	US
P06768	3	2	5	1	2	4	4	3	2	2	32	2	98	US
P06769	4	4	5	2	2	3	5	2	2	1	37	2	76	US
P06770	5	3	5	2	2	5	5	4	3	2	50	2	92	US
P06771	5	1	5	1	4	4	4	5	5	1	35	2	90	US
P06772	0	4	2	1	4	5	4	5	4	2	26	2	86	US
P06773	4	3	4	2	4	3	4	4	3	2	31	2	80	US
P06774	3	2	4	1	3	5	4	5	4	2	19	2	96	US
P06775	5	2	0	3	0	5	4	2	2	3	40	2	96	US
P06776	5	5	3	4	2	5	4	4	5	1	34	2	97	US
P06777	3	2	5	1	2	4	3	4	2	2	44	2	92	US
P06778	5	1	4	2	2	2	2	5	2	0	19	2	75	US
P06779	5	1	5	1	2	4	4	5	5	2	35	2	91	US
P06780	4	5	5	4	3	5	5	5	5	2	42	2	88	US
P06781	5	4	5	4	5	4	5	5	4	5	36	2	86	US
P06782	4	2	3	1	2	5	4	4	3	1	25	2	90	US
P06783	5	4	5	3	3	5	5	5	5	2	37	2	55	US
P06784	4	4	1	1	3	4	4	5	2	5	54	2	89	US
P06785	5	1	3	5	2	4	2	5	4	5	53	2	95	US
P06786	3	4	4	3	2	5	4	3	5	1	39	2	79	US
P06787	5	3	4	1	4	4	4	5	4	4	33	2	58	US
P06788	4	4	5	2	4	4	4	4	5	4	40	2	91	US
P06789	5	4	5	3	3	4	5	5	5	3	31	2	68	US
P06790	5	4	5	2	5	5	5	5	5	4	45	2	85	US
P06791	4	5	5	2	3	4	5	2	5	2	19	2	89	US
P06792	4	2	5	2	0	4	2	2	0	3	18	2	93	US
P06793	4	5	5	2	2	5	4	2	5	4	27	2	62	US
P06794	5	4	5	4	5	4	5	5	5	5	37	2	87	US
P06795	5	2	5	5	4	5	4	5	3	2	58	2	89	US
P06796	5	1	3	1	5	4	2	5	2	1	34	2	94	US
P06797	5	2	4	1	5	5	5	5	4	5	20	2	97	US
P06798	5	1	5	3	5	4	2	5	4	2	22	2	64	US
P06799	5	4	5	3	3	5	5	4	5	3	20	2	74	US
P06800	5	3	5	2	3	5	5	5	4	3	37	2	87	US
P06801	2	4	5	4	2	4	4	5	3	4	35	2	93	US
P06802	4	1	1	1	2	4	4	3	1	2	41	2	77	US
P06803	5	4	4	1	2	3	5	5	4	2	23	2	95	US
P06804	5	2	5	3	2	2	4	4	4	1	29	2	50	US
P06805	4	5	5	4	4	5	5	2	3	2	43	2	98	US
P06806	5	3	4	2	0	4	5	5	4	1	30	2	77	US
P06807	3	3	5	4	4	5	3	4	3	2	40	2	80	US
P06808	5	4	5	5	5	4	5	5	4	4	50	2	100	US
P06809	5	4	4	2	2	0	5	4	2	2	42	2	99	US
P06810	3	2	4	4	3	4	4	2	0	2	51	2	89	US
P06811	5	4	5	4	3	4	1	4	5	3	51	2	75	US
P06812	5	0	3	4	5	4	2	5	2	4	25	2	68	US
P06813	5	3	5	2	4	5	5	5	4	2	18	2	83	US
P06814	1	5	5	2	4	5	5	3	4	1	28	2	79	US
P06815	5	4	5	3	3	4	4	3	4	1	58	2	91	US
P06816	4	2	4	4	3	4	2	4	2	1	54	2	75	US
P06817	5	4	1	2	4	5	4	5	2	3	26	2	88	US
P06818	5	2	4	1	2	4	5	4	5	2	37	2	82	US
P06819	2	5	5	2	3	3	5	4	4	2	40	2	91	US
P06820	5	5	5	4	2	3	5	4	5	2	54	2	84	US
P06821	5	4	0	3	5	4	4	5	4	5	37	2	88	US
P06822	4	5	5	2	4	5	5	4	5	4	28	2	89	US
P06823	5	4	5	3	2	3	5	2	4	3	36	2	83	US
P06824	5	1	4	2	1	5	3	4	1	4	21	2	97	US
P06825	3	5	5	1	2	4	4	2	5	2	32	2	93	US
P06826	5	4	5	1	5	5	3	5	4	5	28	2	83	US
P06827	5	4	5	3	5	4	4	5	4	2	35	2	92	US
P06828	4	5	5	3	4	4	5	4	4	2	42	2	71	US
P06829	5	3	3	3	4	4	4	5	4	5	32	2	93	US
P06830	4	1	5	1	3	4	4	4	3	2	37	2	92	US
P06831	3	5	5	1	3	3	2	2	4	1	32	2	99	US
P06832	5	2	2	2	4	4	1	5	4	5	43	2	84	US
P06833	5	3	4	5	3	1	3	5	4	2	39	2	97	US
P06834	5	1	5	4	5	3	5	5	4	5	29	2	80	US
P06835	3	2	4	2	3	3	4	4	2	2	24	2	83	US
P06836	5	2	5	4	3	5	5	4	4	2	24	2	62	US
P06837	4	4	4	2	2	4	4	5	2	2	52	2	80	US
P06838	4	5	5	2	2	4	5	4	3	3	18	2	88	US
P06839	5	1	2	4	5	5	4	5	3	5	28	2	97	US
P06840	2	2	2	5	1	4	4	5	3	1	21	2	73	US
P06841	5	4	5	2	4	5	4	5	4	4	43	2	71	US
P06842	5	1	2	4	2	0	4	4	5	2	44	2	96	US
P06843	1	2	4	4	2	5	4	3	4	2	36	2	76	US
P06844	4	1	2	4	3	4	3	5	3	3	39	2	74	US
P06845	5	1	5	2	4	5	5	5	5	4	20	2	89	US
P06846	4	3	5	2	4	5	4	4	1	4	39	2	89	US
P06847	5	1	4	2	3	4	2	4	1	2	25	2	79	US
P06848	4	5	5	4	4	5	5	5	5	3	23	2	76	US
P06849	5	4	5	4	2	4	5	4	5	1	55	2	81	US
P06850	5	4	5	2	4	5	5	4	4	3	18	2	76	US
P06851	5	1	5	5	4	4	4	5	4	3	35	2	93	US
P06852	4	4	4	4	3	3	5	5	3	2	44	2	74	US
P06853	4	2	3	2	2	5	3	5	2	1	47	2	66	US
P06854	4	5	5	4	4	4	5	5	5	4	43	2	62	US
P06855	5	3	5	1	4	4	3	4	5	4	23	2	90	US
P06856	3	3	2	2	3	3	4	2	3	1	39	2	82	US
P06857	2	1	4	4	2	5	3	3	4	2	41	2	93	US
P06858	5	0	4	1	3	3	5	2	5	2	38	2	91	US
P06859	5	4	5	5	4	5	5	5	4	5	36	2	96	US
P06860	4	4	3	4	5	5	5	4	5	5	41	2	70	US
P06861	4	2	4	3	4	4	5	5	3	2	18	2	83	US
P06862	5	2	5	1	4	4	3	4	2	5	19	2	86	US
P06863	5	2	2	5	3	4	2	2	4	1	40	2	98	US
P06864	5	4	4	2	5	5	4	5	4	5	49	2	96	US
P06865	5	1	4	2	3	4	4	5	2	2	28	2	86	US
P06866	5	1	4	3	5	5	3	5	2	5	35	2	88	US
P06867	4	4	4	2	4	4	4	5	4	2	68	2	88	US
P06868	4	5	5	2	2	4	5	4	5	4	24	2	94	US
P06869	4	1	4	2	3	4	4	4	2	2	38	2	96	US
P06870	5	5	5	3	2	3	5	4	5	3	54	2	89	US
P06871	0	3	4	3	3	4	4	4	4	2	28	2	60	US
P06872	5	1	1	2	4	4	3	2	2	2	23	2	92	US
P06873	5	2	4	2	4	4	4	5	4	4	42	2	57	US
P06874	5	5	4	4	5	5	5	5	5	5	35	2	88	US
P06875	5	4	4	1	3	2	5	5	2	2	45	2	98	US
P06876	5	4	5	4	4	4	5	5	3	2	18	2	96	US
P06877	4	4	5	5	3	5	5	5	4	2	57	2	96	US
P06878	4	2	5	4	4	5	4	4	4	3	37	2	92	US
P06879	5	3	5	5	5	5	5	5	5	4	21	2	90	US
P06880	4	2	5	2	5	5	4	5	3	2	28	2	77	US
P06881	4	4	4	2	0	4	3	4	4	1	24	2	86	US
P06882	5	3	4	1	1	2	2	5	4	1	30	2	92	US
P06883	3	4	4	4	4	5	4	4	4	2	25	2	66	US
P06884	4	1	2	2	3	4	2	5	1	5	19	2	89	US
P06885	4	4	0	2	2	5	4	4	4	2	36	2	94	US
P06886	5	4	5	5	5	5	5	5	5	5	45	2	97	US
P06887	5	5	5	2	2	2	4	5	5	3	42	2	99	US
P06888	5	4	5	4	4	4	5	3	4	2	32	2	80	US
P06889	4	2	5	1	4	2	2	0	2	1	46	2	83	US
P06890	4	1	1	2	2	4	4	2	4	2	30	2	95	US
P06891	0	2	3	4	5	5	4	5	4	4	41	2	62	US
P06892	5	2	5	3	4	5	5	2	3	1	50	2	89	US
P06893	5	1	3	5	4	5	5	4	5	2	35	2	96	US
P06894	5	4	4	2	4	4	4	5	4	1	30	2	84	US
P06895	5	2	5	1	5	5	4	5	4	4	37	2	65	US
P06896	4	1	2	2	1	4	1	3	1	2	42	2	96	US
P06897	4	4	4	4	3	4	5	3	5	4	40	2	70	US
P06898	4	3	5	3	2	4	4	4	2	2	47	2	71	US
P06899	4	1	5	1	2	4	4	2	4	1	19	2	92	US
P06900	3	4	2	2	2	2	5	5	5	3	36	2	96	US
P06901	5	5	5	4	4	4	5	5	4	2	22	2	96	US
P06902	4	4	5	4	2	4	4	5	4	2	31	2	93	US
P06903	4	5	4	1	2	4	5	5	5	2	23	2	94	US
P06904	4	4	4	2	4	5	4	5	2	2	36	2	93	US
P06905	4	2	4	2	1	2	4	1	5	2	32	2	89	US
P06906	4	2	5	2	5	5	2	4	3	2	43	2	93	US
P06907	5	1	5	4	4	3	3	5	5	2	32	2	80	US
P06908	5	5	5	5	5	4	5	5	4	5	37	2	71	US
P06909	5	2	4	2	3	5	2	5	3	2	39	2	94	US
P06910	5	3	5	3	5	5	4	5	5	2	21	2	75	US
P06911	4	5	5	4	2	3	5	5	5	2	49	2	32	US
P06912	5	5	5	4	3	5	5	5	0	5	32	2	75	US
P06913	5	4	2	3	3	3	4	4	4	0	18	2	87	US
P06914	5	2	5	4	5	4	5	4	0	4	25	2	93	US
P06915	5	4	2	3	5	3	5	5	5	2	37	2	84	US
P06916	5	4	4	5	4	5	5	5	5	4	24	2	63	US
P06917	4	3	5	1	4	4	5	2	3	4	46	2	69	US
P06918	5	5	4	4	5	0	4	5	4	2	39	2	70	US
P06919	5	4	5	2	2	5	4	5	5	1	42	2	87	US
P06920	5	2	4	1	2	4	4	3	4	4	40	2	87	US
P06921	4	1	4	2	4	4	4	3	4	1	30	2	98	US
P06922	5	4	4	4	4	4	5	4	1	4	36	2	90	US
P06923	5	5	5	3	2	4	4	5	2	2	18	2	90	US
P06924	3	2	1	3	2	4	4	0	4	2	48	2	55	US
P06925	2	4	5	2	2	4	3	2	3	2	32	2	72	US
P06926	2	2	5	2	2	4	2	0	1	3	55	2	79	US
P06927	3	3	2	2	2	5	4	5	5	4	25	2	88	US
P06928	5	5	4	5	4	4	5	4	4	4	25	2	92	US
P06929	4	1	3	4	4	5	1	4	2	0	23	2	88	US
P06930	5	4	0	5	3	3	5	3	4	2	39	2	96	US
P06931	4	3	5	4	5	5	5	4	4	3	23	2	98	US
P06932	5	1	3	2	4	4	3	5	4	3	50	2	96	US
P06933	5	2	4	3	3	5	3	4	5	3	41	2	95	US
P06934	4	2	5	1	4	4	4	3	2	4	34	2	90	US
P06935	5	4	4	2	2	4	4	5	5	1	46	2	64	US
P06936	5	1	5	2	2	4	3	4	4	3	45	2	96	US
P06937	1	3	5	4	2	5	5	2	4	2	42	2	85	US
P06938	1	2	4	1	3	1	3	2	3	4	35	2	70	US
P06939	3	2	2	4	1	3	4	3	4	2	32	2	81	US
P06940	3	3	4	3	5	5	4	5	4	2	25	2	73	US
P06941	5	5	5	5	4	4	5	5	5	3	46	2	67	US
P06942	5	3	2	4	5	4	5	5	3	2	39	2	98	US
P06943	3	4	5	1	1	4	4	3	4	1	23	2	86	US
P06944	5	5	5	5	4	4	5	4	0	4	34	2	92	US
P06945	4	4	2	5	3	0	3	4	3	1	43	2	80	US
P06946	5	3	5	2	1	4	5	5	4	1	32	2	62	US
P06947	5	4	5	4	2	4	5	5	5	1	39	2	69	US
P06948	4	2	4	2	2	2	4	2	3	1	38	2	86	US
P06949	4	1	2	1	2	4	3	2	2	2	29	2	87	US
P06950	2	4	3	4	4	4	4	4	0	3	28	2	78	US
P06951	2	3	5	2	3	4	5	2	2	2	39	2	96	US
P06952	5	5	5	3	1	4	4	4	4	1	22	2	71	US
P06953	5	4	5	4	4	5	4	4	4	1	37	2	84	US
