session_id	device_family	completion_band	response_quality_band
S005002	device_1417	ordinary	typical
S008638	device_2302	repeatable	high
S010573	device_3479	repeatable	high
S005617	device_1116	ordinary	high
S011344	device_0904	ordinary	typical
S010293	device_1178	ordinary	typical
S011976	device_1893	ordinary	typical
S005547	device_0771	ordinary	typical
S006307	device_1546	ordinary	typical
S005582	device_1382	repeatable	high
S004400	device_2859	ordinary	typical
S011793	device_1272	ordinary	typical
S004765	device_1348	repeatable	typical
S007094	device_0198	ordinary	high
S003419	device_0833	ordinary	typical
S003889	device_3597	ordinary	high
S007042	device_1221	repeatable	typical
S007859	device_2289	repeatable	high
S011802	device_1152	ordinary	high
S009857	device_3540	repeatable	high
S007782	device_2739	ordinary	typical
S008621	device_0559	ordinary	typical
S002240	device_3310	ordinary	high
S006360	device_0743	ordinary	typical
S006378	device_3465	ordinary	high
S008910	device_2985	ordinary	typical
S007003	device_3559	ordinary	typical
S010746	device_2573	repeatable	typical
S002601	device_3078	ordinary	typical
S000954	device_2074	ordinary	typical
S009740	device_3416	ordinary	typical
S009612	device_1838	ordinary	typical
S009734	device_2933	repeatable	high
S012029	device_2935	ordinary	typical
S009607	device_3463	repeatable	typical
S011919	device_1734	ordinary	low
S009397	device_1118	ordinary	typical
S009306	device_0216	ordinary	typical
S003838	device_1288	ordinary	typical
S005838	device_1309	repeatable	high
S011641	device_2611	ordinary	low
S007848	device_2883	repeatable	typical
S010211	device_1761	ordinary	typical
S005790	device_1948	ordinary	typical
S007756	device_0983	ordinary	typical
S009619	device_1065	ordinary	typical
S012277	device_1968	ordinary	typical
S009436	device_2102	repeatable	high
S012390	device_1034	repeatable	high
S004918	device_0663	repeatable	typical
S004465	device_1834	ordinary	low
S006802	device_0884	repeatable	high
S011829	device_0191	ordinary	high
S001645	device_1083	repeatable	typical
S012479	device_3448	ordinary	typical
S001082	device_2544	ordinary	high
S009667	device_3203	ordinary	typical
S001298	device_3418	ordinary	typical
S000452	device_1469	ordinary	typical
S004288	device_0696	repeatable	high
S003566	device_2750	ordinary	high
S001856	device_3235	ordinary	typical
S004477	device_1906	repeatable	typical
S002760	device_1404	ordinary	typical
S006735	device_1745	ordinary	typical
S009176	device_2929	repeatable	high
S004368	device_2227	ordinary	typical
S004349	device_1724	repeatable	typical
S007248	device_3352	ordinary	typical
S002522	device_1514	repeatable	typical
S002608	device_2584	ordinary	typical
S008323	device_1979	ordinary	high
S003608	device_3509	ordinary	typical
S009426	device_3576	ordinary	high
S000091	device_0244	ordinary	typical
S006718	device_3191	ordinary	typical
S001573	device_0803	repeatable	typical
S005631	device_1377	ordinary	low
S009606	device_1917	ordinary	low
S009266	device_3446	ordinary	typical
S012407	device_2802	ordinary	typical
S004240	device_1762	ordinary	high
S003417	device_2177	ordinary	typical
S011617	device_2199	ordinary	typical
S007311	device_1924	repeatable	high
S011360	device_2867	repeatable	typical
S002316	device_1025	ordinary	typical
S010900	device_3424	ordinary	typical
S000177	device_2225	repeatable	high
S001828	device_2436	ordinary	typical
S011421	device_1430	repeatable	high
S002473	device_2187	ordinary	high
S001149	device_2454	ordinary	typical
S004067	device_0408	repeatable	high
S006656	device_0519	ordinary	typical
S009767	device_3019	ordinary	high
S011169	device_3109	ordinary	typical
S011562	device_0618	ordinary	typical
S011862	device_1407	ordinary	typical
S012157	device_2921	ordinary	typical
S000645	device_1806	ordinary	typical
S006726	device_2403	repeatable	typical
S005807	device_2500	ordinary	typical
S012421	device_2392	ordinary	typical
S009316	device_0145	repeatable	high
S010499	device_1417	ordinary	typical
S007165	device_3037	repeatable	high
S008294	device_3569	ordinary	low
S012769	device_1641	repeatable	high
S001706	device_0541	repeatable	high
S009255	device_1810	ordinary	low
S004602	device_1246	ordinary	low
S001505	device_0012	ordinary	typical
S008355	device_0151	ordinary	typical
S008676	device_3001	repeatable	typical
S011890	device_3408	ordinary	typical
S006708	device_3572	repeatable	high
S005436	device_3232	ordinary	low
S011897	device_3481	ordinary	typical
S012335	device_0813	ordinary	high
S011250	device_2040	ordinary	typical
S010229	device_2949	ordinary	typical
S012623	device_1625	ordinary	typical
S005678	device_0560	repeatable	typical
S007552	device_0088	repeatable	high
S009151	device_2895	ordinary	high
S002771	device_0912	ordinary	typical
S010278	device_0189	repeatable	high
S001880	device_0928	repeatable	typical
S000889	device_2647	ordinary	typical
S004959	device_1546	repeatable	high
S007083	device_0763	repeatable	typical
S012534	device_2227	ordinary	typical
S005752	device_1920	ordinary	typical
S004548	device_2826	ordinary	typical
S001704	device_0175	repeatable	high
S001251	device_2100	ordinary	high
S006653	device_1674	repeatable	typical
S006553	device_0351	repeatable	high
S007904	device_1982	ordinary	typical
S004667	device_1621	ordinary	typical
S009701	device_1733	ordinary	typical
S000859	device_0434	ordinary	typical
S009213	device_2632	ordinary	typical
S007896	device_0784	ordinary	typical
S010931	device_1552	repeatable	typical
S001162	device_0128	ordinary	typical
S002654	device_3069	ordinary	typical
S010589	device_1802	repeatable	high
S007744	device_2973	ordinary	typical
S006589	device_3466	ordinary	typical
S010078	device_3305	ordinary	typical
S002571	device_3310	repeatable	typical
S002549	device_0866	ordinary	typical
S011335	device_2136	repeatable	high
S011446	device_3289	ordinary	high
S002607	device_3457	ordinary	high
S001001	device_2301	ordinary	typical
S005590	device_1884	repeatable	typical
S001712	device_2892	ordinary	high
S005205	device_2631	ordinary	typical
S011535	device_1991	ordinary	typical
S005158	device_0372	ordinary	typical
S004947	device_2118	ordinary	typical
S007864	device_2172	ordinary	typical
S006905	device_1364	ordinary	low
S004204	device_3286	ordinary	typical
S004704	device_1363	ordinary	high
S003275	device_1766	ordinary	typical
S012500	device_3102	ordinary	typical
S009840	device_2148	ordinary	typical
S009282	device_3270	ordinary	typical
S000115	device_3337	ordinary	typical
S003788	device_2118	ordinary	typical
S005225	device_1243	ordinary	typical
S005519	device_1644	ordinary	typical
S002681	device_0208	ordinary	typical
S000684	device_0748	ordinary	high
S002564	device_1021	repeatable	typical
S007390	device_0498	ordinary	typical
S001870	device_1411	ordinary	low
S004062	device_2498	ordinary	typical
S008588	device_0618	ordinary	high
S000675	device_0794	repeatable	high
S010346	device_0531	ordinary	typical
S009420	device_2295	ordinary	typical
S002991	device_1750	ordinary	typical
S005434	device_3412	ordinary	typical
S006627	device_2120	ordinary	low
S004001	device_2554	ordinary	typical
S000771	device_1085	ordinary	low
S001188	device_3035	repeatable	high
S009948	device_0308	repeatable	high
S006964	device_0727	ordinary	typical
S006990	device_0512	ordinary	typical
S011884	device_0196	ordinary	typical
S004620	device_3580	ordinary	typical
S010401	device_3113	ordinary	typical
S012001	device_2745	ordinary	typical
S003782	device_2861	ordinary	typical
S000679	device_2264	ordinary	typical
S006056	device_0516	ordinary	typical
S010747	device_1306	ordinary	typical
S001967	device_1877	ordinary	typical
S012128	device_2944	ordinary	typical
S007071	device_0770	repeatable	high
S009052	device_3461	repeatable	typical
S004887	device_3063	repeatable	typical
S005010	device_3147	ordinary	typical
S011822	device_1664	ordinary	typical
S007604	device_1309	repeatable	high
S005161	device_1686	ordinary	high
S009842	device_0096	ordinary	typical
S004626	device_2172	ordinary	typical
S010258	device_0060	ordinary	low
S006070	device_1278	ordinary	typical
S003067	device_0462	ordinary	low
S003199	device_2471	ordinary	typical
S003599	device_0339	ordinary	high
S005207	device_3347	repeatable	low
S004943	device_1963	repeatable	typical
S005669	device_0914	ordinary	typical
S005127	device_0761	ordinary	low
S011324	device_3575	ordinary	high
S000022	device_2465	ordinary	high
S005811	device_1101	repeatable	high
S005314	device_3217	ordinary	typical
S011052	device_1302	ordinary	typical
S004605	device_1082	ordinary	typical
S012517	device_3586	ordinary	high
S011106	device_3492	ordinary	typical
S001127	device_0783	ordinary	low
S011894	device_2857	ordinary	typical
S001589	device_2359	ordinary	typical
S010421	device_1085	ordinary	typical
S007004	device_2846	ordinary	typical
S010526	device_1252	repeatable	high
S004025	device_2603	ordinary	typical
S012687	device_2580	ordinary	high
S011206	device_0084	repeatable	high
S007290	device_2149	ordinary	typical
S002416	device_0628	ordinary	typical
S004793	device_2114	repeatable	high
S006697	device_1894	ordinary	typical
S008239	device_3280	repeatable	high
S005011	device_0819	ordinary	typical
S002206	device_1553	ordinary	typical
S001085	device_2068	ordinary	typical
S012567	device_1617	ordinary	high
S009649	device_0987	repeatable	high
S004211	device_0700	ordinary	typical
S007034	device_1843	repeatable	typical
S008874	device_0888	repeatable	high
S001218	device_3395	ordinary	low
S002894	device_0751	repeatable	high
S007681	device_2092	ordinary	typical
S003301	device_2355	repeatable	high
S008282	device_3112	ordinary	typical
S003345	device_3277	repeatable	typical
S005549	device_0467	repeatable	high
S009365	device_2422	ordinary	typical
S001625	device_2170	repeatable	high
S006005	device_0748	ordinary	typical
S007382	device_1415	ordinary	typical
S005230	device_1640	repeatable	high
S011621	device_3278	ordinary	low
S001394	device_1394	ordinary	high
S007405	device_1075	repeatable	high
S010214	device_1856	repeatable	high
S008985	device_0866	ordinary	high
S012097	device_0777	ordinary	typical
S010711	device_3287	repeatable	typical
S003713	device_1961	ordinary	typical
S011512	device_3204	ordinary	typical
S003042	device_3306	repeatable	high
S008398	device_1253	repeatable	high
S001221	device_1825	ordinary	typical
S004315	device_3252	ordinary	typical
S000036	device_0989	ordinary	high
S012768	device_2931	ordinary	typical
S005438	device_3019	repeatable	low
S003442	device_2417	ordinary	typical
S007639	device_0376	ordinary	typical
S011082	device_3554	ordinary	typical
S008169	device_2887	ordinary	typical
S001279	device_1940	ordinary	typical
S000983	device_1059	repeatable	typical
S000596	device_0057	ordinary	typical
S008254	device_3091	ordinary	typical
S012530	device_0142	ordinary	high
S011238	device_0813	repeatable	typical
S012775	device_3284	ordinary	typical
S000745	device_2251	ordinary	high
S002138	device_1867	ordinary	typical
S010516	device_2929	ordinary	typical
S006305	device_0597	ordinary	typical
S006680	device_2928	repeatable	typical
S004966	device_1657	ordinary	typical
S005174	device_2530	ordinary	typical
S004604	device_0849	ordinary	typical
S000329	device_0242	ordinary	typical
S001219	device_0988	ordinary	high
S003137	device_0752	ordinary	typical
S010978	device_0716	repeatable	high
S005430	device_2096	ordinary	typical
S005958	device_0903	ordinary	typical
S007037	device_1207	repeatable	high
S003131	device_1464	repeatable	high
S002832	device_2675	repeatable	typical
S004362	device_3529	ordinary	typical
S005963	device_3064	ordinary	high
S010435	device_1978	ordinary	typical
S003207	device_0190	ordinary	typical
S007856	device_1164	ordinary	low
S009080	device_1666	ordinary	typical
S011581	device_2789	ordinary	typical
S005650	device_1662	ordinary	typical
S010382	device_1252	ordinary	typical
S008795	device_0847	ordinary	typical
S002456	device_1898	repeatable	high
S005602	device_2124	ordinary	typical
S005716	device_1581	ordinary	typical
S005871	device_0751	ordinary	high
S009056	device_1650	ordinary	typical
S011936	device_3395	repeatable	high
S012089	device_2116	ordinary	typical
S005037	device_3384	ordinary	typical
S008598	device_0295	ordinary	high
S002170	device_2657	repeatable	typical
S001974	device_2741	ordinary	typical
S002355	device_2424	ordinary	high
S008308	device_2105	ordinary	typical
S011290	device_1277	repeatable	high
S012573	device_0039	ordinary	typical
S002494	device_3121	ordinary	typical
S002636	device_3365	ordinary	typical
S001387	device_0924	ordinary	typical
S003294	device_2631	repeatable	high
S008586	device_2144	ordinary	low
S004544	device_0345	ordinary	low
S011033	device_0728	repeatable	typical
S007634	device_0447	repeatable	low
S002656	device_2634	ordinary	high
S010520	device_3509	ordinary	typical
S002599	device_1541	ordinary	high
S012379	device_1398	ordinary	typical
S002747	device_2076	ordinary	typical
S007602	device_1811	ordinary	typical
S000500	device_2734	repeatable	typical
S005843	device_0754	ordinary	typical
S006713	device_1513	repeatable	high
S003735	device_0618	repeatable	typical
S008589	device_2551	repeatable	typical
S002142	device_2702	ordinary	typical
S010438	device_2386	ordinary	typical
S005569	device_3585	ordinary	typical
S010765	device_2805	ordinary	typical
S003868	device_3571	ordinary	high
S007147	device_1213	ordinary	typical
S004960	device_1887	ordinary	typical
S012342	device_1775	ordinary	typical
S001425	device_1674	ordinary	typical
S005891	device_0764	ordinary	typical
S010226	device_0077	ordinary	typical
S004210	device_0065	repeatable	high
S010263	device_1057	ordinary	typical
S000568	device_2443	repeatable	high
S001000	device_1053	ordinary	typical
S009910	device_1512	ordinary	low
S003622	device_3429	ordinary	typical
S000779	device_2239	repeatable	high
S001041	device_1659	repeatable	high
S005951	device_1173	ordinary	low
S010038	device_2005	ordinary	typical
S001252	device_3484	ordinary	typical
S010492	device_3048	ordinary	typical
S008426	device_2151	repeatable	high
S007739	device_0145	repeatable	high
S001660	device_3582	ordinary	typical
S008071	device_1078	repeatable	high
S006691	device_3523	repeatable	high
S012683	device_2344	repeatable	typical
S007187	device_2373	ordinary	typical
S002194	device_2660	repeatable	high
S007098	device_2179	ordinary	typical
S007366	device_0592	ordinary	high
S011209	device_1932	repeatable	typical
S009954	device_1331	ordinary	typical
S009904	device_2206	ordinary	typical
S001719	device_0827	ordinary	typical
S005425	device_2582	ordinary	typical
S000384	device_2446	ordinary	typical
S001778	device_2878	ordinary	typical
S009957	device_0747	ordinary	low
S008747	device_3028	ordinary	high
